city,year,transport_old_mt_co2,transport_new_mt_co2,delta_mt_co2,pct_change
Kansas City,2040,1090463.9103799688,903569.0363448083,-186894.87403516052,-17.139024249783525
Kansas City,2041,1057216.6299704844,879136.9308535586,-178079.69911692583,-16.844201469087512
Kansas City,2042,1035772.663365919,856683.5931017947,-179089.0702641243,-17.290383942181286
Kansas City,2043,1015569.9412189332,836435.2441382803,-179134.69708065293,-17.638834097989086
Kansas City,2044,1003134.6174814224,818495.4025142723,-184639.21496715012,-18.40622502199408
Kansas City,2045,989780.7733605944,802435.215476988,-187345.5578836064,-18.92798515852289
Kansas City,2046,980367.8679640512,788645.3549091899,-191722.51305486134,-19.556180829652767
Kansas City,2047,970492.093678452,776927.9239867362,-193564.16969171574,-19.944950706197957
Kansas City,2048,968065.7802681644,767764.9173222029,-200300.86294596142,-20.690831865834156
Kansas City,2049,972433.9222240328,761027.8096482975,-211406.11257573531,-21.739894890979627
Kansas City,2050,979497.367861704,755803.6959510356,-223693.67191066837,-22.837598063076353
Lansing,2027,1603108.6910768675,255411.5415557206,-1347697.149521147,-84.06773396106092
Lansing,2028,1539102.1430715837,244097.34698612016,-1295004.7960854636,-84.14027632376786
Lansing,2029,1506549.9665316714,234499.53287223462,-1272050.4336594366,-84.43466608597844
Lansing,2030,1455393.219742279,225513.56841501244,-1229879.6513272666,-84.50497327073253
Lansing,2031,1408367.275946535,216784.4557240539,-1191582.8202224812,-84.6073918766426
Lansing,2032,1355844.0604569844,209384.7515835143,-1146459.3088734702,-84.55687068371701
Lansing,2033,1339843.91634235,202109.66322762868,-1137734.2531147213,-84.91543225576832
Lansing,2034,1290575.3868787491,195097.87489642008,-1095477.511982329,-84.88287651539183
Lansing,2035,1250086.09034508,188499.0196437963,-1061587.0707012836,-84.92111694549276
Lansing,2036,1212714.8061151672,182203.85664795403,-1030510.9494672131,-84.97553953087872
Lansing,2037,1178157.3424067858,176300.66882523053,-1001856.6735815553,-85.03589779739634
Lansing,2038,1146626.0536880577,170796.86636660303,-975829.1873214546,-85.10439686790261
Lansing,2039,1116665.3132764357,165713.60276370807,-950951.7105127276,-85.15995788590553
Lansing,2040,1090463.9103799688,160938.87564310827,-929525.0347368605,-85.2412469490137
Lansing,2041,1057216.6299704844,156783.17845400854,-900433.4515164759,-85.1701936945141
Lansing,2042,1035772.663365919,153072.80322418388,-882699.8601417352,-85.22138992095545
Lansing,2043,1015569.9412189332,149834.95353934108,-865734.9876795921,-85.24622013137743
Lansing,2044,1003134.6174814224,147057.84050666503,-856076.7769747573,-85.34016891213622
Lansing,2045,989780.7733605944,144658.64600817894,-845122.1273524155,-85.38477914487865
Lansing,2046,980367.8679640512,142758.389811738,-837609.4781523133,-85.43828347738416
Lansing,2047,970492.093678452,141332.39025974355,-829159.7034187084,-85.43703846941689
Lansing,2048,968065.7802681644,140376.54013361456,-827689.2401345498,-85.49927670258846
Lansing,2049,972433.9222240328,140016.9549989299,-832416.9672251029,-85.60139133374737
Lansing,2050,979497.367861704,140485.30710676915,-839012.0607549348,-85.6574084100444
Memphis,2027,1603108.6910768675,1540357.4310542578,-62751.26002260973,-3.9143484388733105
Memphis,2028,1539102.1430715837,1472258.613478087,-66843.52959349682,-4.343021020040768
Memphis,2029,1506549.9665316714,1416940.4172838288,-89609.54924784251,-5.947997161630066
Memphis,2030,1455393.219742279,1365047.6008273952,-90345.61891488382,-6.207643246467935
Memphis,2031,1408367.275946535,1314814.6006963593,-93552.67525017564,-6.642633413027919
Memphis,2032,1355844.0604569844,1266618.366997659,-89225.69345932547,-6.580822681721388
Memphis,2033,1339843.91634235,1222207.3915723118,-117636.5247700382,-8.779867814093976
Memphis,2034,1290575.3868787491,1178615.9259467595,-111959.4609319896,-8.675158543257442
Memphis,2035,1250086.09034508,1137854.5011678284,-112231.58917725156,-8.977908805166418
Memphis,2036,1212714.8061151672,1099251.383125798,-113463.42298936914,-9.356150548935734
Memphis,2037,1178157.3424067858,1062471.1961617535,-115686.14624503232,-9.819244177412173
Memphis,2038,1146626.0536880577,1027970.244066183,-118655.80962187471,-10.348256891619114
Memphis,2039,1116665.3132764357,994403.0638514451,-122262.24942499062,-10.948871427398231
Memphis,2040,1090463.9103799688,964649.1747838245,-125814.73559614434,-11.537725769604295
Memphis,2041,1057216.6299704844,937270.6446832814,-119945.98528720299,-11.345450108039982
Memphis,2042,1035772.663365919,911834.7803685565,-123937.88299736253,-11.965741844798774
Memphis,2043,1015569.9412189332,888259.9815908141,-127309.95962811913,-12.535814074539854
Memphis,2044,1003134.6174814224,867172.8764999406,-135961.74098148174,-13.553688469334446
Memphis,2045,989780.7733605944,847678.7109468407,-142102.0624137537,-14.356922890235154
Memphis,2046,980367.8679640512,830661.3529624303,-149706.51500162086,-15.270442850449523
Memphis,2047,970492.093678452,815108.0335227522,-155384.06015569973,-16.010852758907927
Memphis,2048,968065.7802681644,802418.0443432372,-165647.73592492717,-17.11120662472348
Memphis,2049,972433.9222240328,791790.6566538508,-180643.265570182,-18.576405187206618
Memphis,2050,979497.367861704,784103.8040724196,-195393.56378928432,-19.948350062015898
Montgomery,2027,1603108.6910768675,705553.6337913222,-897555.0572855453,-55.988409412378914
Montgomery,2028,1539102.1430715837,673634.8866729785,-865467.2563986052,-56.231957072803084
Montgomery,2029,1506549.9665316714,647657.5086713746,-858892.4578602967,-57.010552383975025
Montgomery,2030,1455393.219742279,622916.6547749605,-832476.5649673186,-57.19942580979822
Montgomery,2031,1408367.275946535,599155.9640260505,-809211.3119204844,-57.457406582855306
Montgomery,2032,1355844.0604569844,577871.5007989069,-777972.5596580775,-57.379206233780565
Montgomery,2033,1339843.91634235,556817.7403271412,-783026.1760152087,-58.44159655199225
Montgomery,2034,1290575.3868787491,536570.2884582015,-754005.0984205477,-58.42394842536906
Montgomery,2035,1250086.09034508,517368.96040000266,-732717.1299450774,-58.61333356191608
Montgomery,2036,1212714.8061151672,499220.2551526571,-713494.55096251,-58.83448832031098
Montgomery,2037,1178157.3424067858,482029.5030258562,-696127.8393809296,-59.08615210586834
Montgomery,2038,1146626.0536880577,465701.7499689301,-680924.3037191276,-59.385036780646416
Montgomery,2039,1116665.3132764357,450352.1015727326,-666313.211703703,-59.66991217347449
Montgomery,2040,1090463.9103799688,436087.6561135917,-654376.2542663771,-60.00897856751276
Montgomery,2041,1057216.6299704844,422975.1674747654,-634241.4624957191,-59.991627497708386
Montgomery,2042,1035772.663365919,410535.28492690774,-625237.3784390113,-60.36434446987589
Montgomery,2043,1015569.9412189332,398844.7273458852,-616725.2138730481,-60.72700548155516
Montgomery,2044,1003134.6174814224,388392.8617258002,-614741.7557556222,-61.282079697245315
Montgomery,2045,989780.7733605944,378693.1863380271,-611087.5870225673,-61.73969059307412
Montgomery,2046,980367.8679640512,369809.26999542874,-610558.5979686225,-62.27851992299394
Montgomery,2047,970492.093678452,361447.56583068136,-609044.5278477706,-62.75625858416958
Montgomery,2048,968065.7802681644,354186.33110864455,-613879.4491595197,-63.41298924846499
Montgomery,2049,972433.9222240328,348070.5920637052,-624363.3301603276,-64.20624742628883
Montgomery,2050,979497.367861704,342677.4884246665,-636819.8794370375,-65.0149658724709
Nashville,2027,1603108.6910768675,2767796.461144967,1164687.7700680995,72.65182807322537
Nashville,2028,1539102.1430715837,2645432.8703993564,1106330.7273277726,71.8815662955202
Nashville,2029,1506549.9665316714,2546034.1824217234,1039484.215890052,68.99765948573997
Nashville,2030,1455393.219742279,2452790.399614341,997397.179872062,68.53111353979519
Nashville,2031,1408367.275946535,2362529.0633865413,954161.7874400064,67.74949998740448
Nashville,2032,1355844.0604569844,2275927.4978132336,920083.4373562492,67.86056480906343
Nashville,2033,1339843.91634235,2196127.4863742376,856283.5700318876,63.90920312341027
Nashville,2034,1290575.3868787491,2117800.013891472,827224.6270127229,64.09735033095293
Nashville,2035,1250086.09034508,2044557.7098782167,794471.6195331367,63.55335249861286
Nashville,2036,1212714.8061151672,1975193.5666268906,762478.7605117233,62.873707541698266
Nashville,2037,1178157.3424067858,1909104.9632501674,730947.6208433816,62.04159618868675
Nashville,2038,1146626.0536880577,1847111.8107577006,700485.7570696429,61.09103790347081
Nashville,2039,1116665.3132764357,1786796.5094283333,670131.1961518975,60.01182164292798
Nashville,2040,1090463.9103799688,1733333.1331973404,642869.2228173716,58.95373672599268
Nashville,2041,1057216.6299704844,1684137.928762373,626921.2987918886,59.29922789895872
Nashville,2042,1035772.663365919,1638433.409916852,602660.7465509329,58.1846545932661
Nashville,2043,1015569.9412189332,1596072.9529775933,580503.0117586601,57.16031837865484
Nashville,2044,1003134.6174814224,1558182.5168556564,555047.899374234,55.33134732881584
Nashville,2045,989780.7733605944,1523154.359531213,533373.5861706187,53.888052842212694
Nashville,2046,980367.8679640512,1492576.6622658127,512208.79430176155,52.24659141118888
Nashville,2047,970492.093678452,1464629.6276124755,494137.5339340236,50.91618336230811
Nashville,2048,968065.7802681644,1441827.577623993,473761.7973558286,48.939008795930334
Nashville,2049,972433.9222240328,1422731.7201009972,450297.79787696444,46.30626180204594
Nashville,2050,979497.367861704,1408919.5730348022,429422.20517309825,43.84107801234324
Newport News,2027,1603108.6910768675,616886.0338676615,-986222.657209206,-61.519388092564306
Newport News,2028,1539102.1430715837,590913.3982928755,-948188.7447787082,-61.606615847237364
Newport News,2029,1506549.9665316714,570265.1367133516,-936284.8298183198,-62.14761213488347
Newport News,2030,1455393.219742279,550777.324675979,-904615.8950663,-62.156115803981095
Newport News,2031,1408367.275946535,531593.8428377178,-876773.4331088171,-62.25460134463544
Newport News,2032,1355844.0604569844,513161.9006416436,-842682.1598153408,-62.15184949302477
Newport News,2033,1339843.91634235,496304.110762333,-843539.8055800169,-62.95806513663194
Newport News,2034,1290575.3868787491,480280.92908642476,-810294.4577923244,-62.78551923665753
Newport News,2035,1250086.09034508,465228.3124874233,-784857.7778576567,-62.78429813109917
Newport News,2036,1212714.8061151672,451637.5158391245,-761077.2902760427,-62.7581428410272
Newport News,2037,1178157.3424067858,437871.73160098377,-740285.610805802,-62.83418896269981
Newport News,2038,1146626.0536880577,426149.53997902485,-720476.5137090329,-62.83447959268508
Newport News,2039,1116665.3132764357,414563.6152551868,-702101.6980212489,-62.87485513105039
Newport News,2040,1090463.9103799688,403906.0942056637,-686557.816174305,-62.96015939996364
Newport News,2041,1057216.6299704844,395196.2681809702,-662020.3617895142,-62.619177850805904
Newport News,2042,1035772.663365919,387236.7912915766,-648535.8720743424,-62.613727414548194
Newport News,2043,1015569.9412189332,380133.7769632478,-635436.1642556854,-62.56941432246469
Newport News,2044,1003134.6174814224,373629.0386011222,-629505.5788803002,-62.75384857725322
Newport News,2045,989780.7733605944,368187.7558991735,-621593.017461421,-62.801080218090256
Newport News,2046,980367.8679640512,363946.4489043936,-616421.4190596576,-62.876542490095254
Newport News,2047,970492.093678452,362368.39533394604,-608123.6983445059,-62.66137584279922
Newport News,2048,968065.7802681644,361138.0861364562,-606927.6941317082,-62.69488153620954
Newport News,2049,972433.9222240328,359744.52868953487,-612689.3935344979,-63.00576106325344
Newport News,2050,979497.367861704,363292.51246121357,-616204.8554004903,-62.91031253567317
Oakland,2027,1603108.6910768675,847440.7806319695,-755667.9104448981,-47.137659140085375
Oakland,2028,1539102.1430715837,815335.1728643234,-723766.9702072603,-47.02527206952228
Oakland,2029,1506549.9665316714,791313.4541278324,-715236.5124038389,-47.47512716424749
Oakland,2030,1455393.219742279,769757.7135880572,-685635.5061542218,-47.109983532535225
Oakland,2031,1408367.275946535,749226.4211781841,-659140.8547683508,-46.801772948420414
Oakland,2032,1355844.0604569844,732202.2631911881,-623641.7972657963,-45.996572574548075
Oakland,2033,1339843.91634235,714224.5648537158,-625619.3514886341,-46.69345017414545
Oakland,2034,1290575.3868787491,697919.5665748288,-592655.8203039203,-45.92182884699636
Oakland,2035,1250086.09034508,683073.2687407563,-567012.8216043237,-45.35790182640962
Oakland,2036,1212714.8061151672,668909.2871883048,-543805.5189268624,-44.84199551161571
Oakland,2037,1178157.3424067858,655123.5802609483,-523033.76214583754,-44.3942199670346
Oakland,2038,1146626.0536880577,644109.6645872341,-502516.38910082355,-43.82565593067662
Oakland,2039,1116665.3132764357,634074.7745258181,-482590.53875061765,-43.21711555046307
Oakland,2040,1090463.9103799688,629398.6744219761,-461065.2359579927,-42.281567649252686
Oakland,2041,1057216.6299704844,625687.3236433704,-431529.306327114,-40.817491334690935
Oakland,2042,1035772.663365919,622428.1217640892,-413344.5416018298,-39.90687881823378
Oakland,2043,1015569.9412189332,625375.3248418157,-390194.61637711746,-38.42124510979403
Oakland,2044,1003134.6174814224,629381.5372763616,-373753.0802050608,-37.25851682234289
Oakland,2045,989780.7733605944,635440.1211284284,-354340.65223216603,-35.79991264419859
Oakland,2046,980367.8679640512,639375.152558147,-340992.7154059042,-34.78211868714652
Oakland,2047,970492.093678452,658632.9499731867,-311859.14370526525,-32.134125124422894
Oakland,2048,968065.7802681644,677917.1716343097,-290148.60863385466,-29.971993076077997
Oakland,2049,972433.9222240328,694799.3728215821,-277634.5494024507,-28.55047968374845
Oakland,2050,979497.367861704,720644.3856562914,-258852.98220541258,-26.427123818668623
Philadelphia,2027,1603108.6910768675,2896897.390415141,1293788.6993382734,80.70498940837177
Philadelphia,2028,1539102.1430715837,2772983.235861969,1233881.0927903855,80.1688892673446
Philadelphia,2029,1506549.9665316714,2674405.7693855413,1167855.80285387,77.51855755189244
Philadelphia,2030,1455393.219742279,2580750.649189619,1125357.4294473398,77.32325629815826
Philadelphia,2031,1408367.275946535,2491022.012826178,1082654.7368796433,76.87303982208853
Philadelphia,2032,1355844.0604569844,2411793.5673180623,1055949.5068610779,77.88133883959873
Philadelphia,2033,1339843.91634235,2334923.7791333077,995079.8627909578,74.26834205490397
Philadelphia,2034,1290575.3868787491,2259433.0733047538,968857.6864260046,75.07176227567633
Philadelphia,2035,1250086.09034508,2190418.0657131784,940331.9753680984,75.22137736198027
Philadelphia,2036,1212714.8061151672,2125347.3502940806,912632.5441789133,75.25533122684114
Philadelphia,2037,1178157.3424067858,2061287.4895425697,883130.1471357839,74.95859129746552
Philadelphia,2038,1146626.0536880577,2000614.4753901463,853988.4217020886,74.4783723477487
Philadelphia,2039,1116665.3132764357,1946780.7686302077,830115.455353772,74.33878759232786
Philadelphia,2040,1090463.9103799688,1900742.9645238225,810279.0541438537,74.30590287591585
Philadelphia,2041,1057216.6299704844,1861127.3101356754,803910.680165191,76.04029840011452
Philadelphia,2042,1035772.663365919,1823991.4818813077,788218.8185153886,76.0995966000819
Philadelphia,2043,1015569.9412189332,1797672.704840296,782102.7636213627,77.0112162518957
Philadelphia,2044,1003134.6174814224,1777817.8129953037,774683.1955138813,77.2262448143684
Philadelphia,2045,989780.7733605944,1767268.8827141623,777488.1093535679,78.551546996995
Philadelphia,2046,980367.8679640512,1753764.732250169,773396.8642861177,78.88843459264386
Philadelphia,2047,970492.093678452,1762281.554599482,791789.4609210301,81.58638963455272
Philadelphia,2048,968065.7802681644,1768349.1541352158,800283.3738670514,82.66828455039126
Philadelphia,2049,972433.9222240328,1773243.5438553903,800809.6216313575,82.35105782815998
Philadelphia,2050,979497.367861704,1791259.742409972,811762.374548268,82.87540132143381
Pittsburgh,2027,1603108.6910768675,544586.175950377,-1058522.5151264905,-66.0293666311198
Pittsburgh,2028,1539102.1430715837,521349.83847507247,-1017752.3045965112,-66.12636524339993
Pittsburgh,2029,1506549.9665316714,503099.94462044776,-1003450.0219112237,-66.6058241812804
Pittsburgh,2030,1455393.219742279,485829.1614106453,-969564.0583316337,-66.61870106165013
Pittsburgh,2031,1408367.275946535,469171.2981828959,-939195.9777636391,-66.68686455615241
Pittsburgh,2032,1355844.0604569844,453956.0198265052,-901888.0406304792,-66.51856706342024
Pittsburgh,2033,1339843.91634235,439608.71212307835,-900235.2042192717,-67.18955792080847
Pittsburgh,2034,1290575.3868787491,425431.3955605052,-865143.9913182439,-67.03552540317624
Pittsburgh,2035,1250086.09034508,412058.41995501815,-838027.6703900618,-67.03759659934528
Pittsburgh,2036,1212714.8061151672,399438.56355946354,-813276.2425557037,-67.0624485208495
Pittsburgh,2037,1178157.3424067858,387767.16471238976,-790390.1776943961,-67.08697974752305
Pittsburgh,2038,1146626.0536880577,376420.79624265025,-770205.2574454074,-67.17144224728592
Pittsburgh,2039,1116665.3132764357,366610.3729544649,-750054.9403219707,-67.16918054177
Pittsburgh,2040,1090463.9103799688,358459.2681519895,-732004.6422279794,-67.12781920246353
Pittsburgh,2041,1057216.6299704844,351436.9749857298,-705779.6549847546,-66.7582816025566
Pittsburgh,2042,1035772.663365919,345461.12874791224,-690311.5346180068,-66.64701232553506
Pittsburgh,2043,1015569.9412189332,340808.5129150343,-674761.4283038989,-66.44165024163865
Pittsburgh,2044,1003134.6174814224,337146.2971993664,-665988.320282056,-66.39072250882518
Pittsburgh,2045,989780.7733605944,333946.86789059493,-655833.9054699994,-66.26052183689647
Pittsburgh,2046,980367.8679640512,332961.6788268716,-647406.1891371796,-66.03706733898373
Pittsburgh,2047,970492.093678452,328903.5769537605,-641588.5167246915,-66.10960778597189
Pittsburgh,2048,968065.7802681644,328543.972447447,-639521.8078207173,-66.06181324202608
Pittsburgh,2049,972433.9222240328,329926.2393393268,-642507.682884706,-66.0721174159824
Pittsburgh,2050,979497.367861704,333382.0416599185,-646115.3262017855,-65.96396758189258
Raleigh,2027,1603108.6910768675,1633150.6905094427,30041.99943257519,1.8739839413131039
Raleigh,2028,1539102.1430715837,1562585.5669113968,23483.4238398131,1.525787222474219
Raleigh,2029,1506549.9665316714,1506000.0974092393,-549.8691224320792,-0.03649856524161421
Raleigh,2030,1455393.219742279,1452480.8449535312,-2912.3747887478676,-0.20010913540352968
Raleigh,2031,1408367.275946535,1400116.0520086067,-8251.223937928211,-0.5858716031571191
Raleigh,2032,1355844.0604569844,1351054.9677328935,-4789.092724090908,-0.353218549519386
Raleigh,2033,1339843.91634235,1304880.4033095525,-34963.51303279749,-2.609521348445172
Raleigh,2034,1290575.3868787491,1260752.1297772336,-29823.25710151554,-2.310849672535826
Raleigh,2035,1250086.09034508,1219139.1924242375,-30946.897920842515,-2.4755813347462956
Raleigh,2036,1212714.8061151672,1180985.8709683232,-31728.935146844015,-2.6163558807767067
Raleigh,2037,1178157.3424067858,1143101.4806138803,-35055.86179290549,-2.975482181462453
Raleigh,2038,1146626.0536880577,1109636.965825107,-36989.08786295075,-3.225906802307295
Raleigh,2039,1116665.3132764357,1077011.5389674858,-39653.77430894994,-3.5510885703614106
Raleigh,2040,1090463.9103799688,1046762.5750048857,-43701.335375083145,-4.007591169143374
Raleigh,2041,1057216.6299704844,1020815.637159825,-36400.99281065946,-3.4430968808801006
Raleigh,2042,1035772.663365919,996800.7802168599,-38971.88314905914,-3.7625904339291396
Raleigh,2043,1015569.9412189332,974929.8703959408,-40640.07082299236,-4.001700835514519
Raleigh,2044,1003134.6174814224,954719.9440169191,-48414.673464503256,-4.826338621037557
Raleigh,2045,989780.7733605944,936934.2291279893,-52846.54423260514,-5.339217092808917
Raleigh,2046,980367.8679640512,921872.9618206003,-58494.90614345088,-5.966628247917629
Raleigh,2047,970492.093678452,912269.4673445906,-58222.62633386138,-5.999289093966794
Raleigh,2048,968065.7802681644,903713.3957382522,-64352.384529912146,-6.64752187729287
Raleigh,2049,972433.9222240328,895209.4452747498,-77224.47694928304,-7.941359837865856
Raleigh,2050,979497.367861704,896476.0625900698,-83021.30527163413,-8.475908970830025
Rochester,2027,1603108.6910768675,451841.9593849438,-1151266.7316919237,-71.81463977458542
Rochester,2028,1539102.1430715837,432933.10152157355,-1106169.0415500102,-71.87106109425788
Rochester,2029,1506549.9665316714,418057.666705994,-1088492.2998256774,-72.25066038344336
Rochester,2030,1455393.219742279,404046.0814279344,-1051347.1383143447,-72.23801265890995
Rochester,2031,1408367.275946535,390491.1070120397,-1017876.1689344952,-72.27348904783388
Rochester,2032,1355844.0604569844,378571.50654758443,-977272.5539094,-72.07853634583998
Rochester,2033,1339843.91634235,367445.1481518836,-972398.7681904663,-72.5755258750605
Rochester,2034,1290575.3868787491,356485.1952701023,-934090.1916086469,-72.3778092396245
Rochester,2035,1250086.09034508,346417.10202414106,-903668.988320939,-72.28854038936517
Rochester,2036,1212714.8061151672,337112.0604173216,-875602.7456978456,-72.201868178947
Rochester,2037,1178157.3424067858,328676.6911064178,-849480.651300368,-72.10247907677729
Rochester,2038,1146626.0536880577,321090.0947703165,-825535.9589177412,-71.99696503166413
Rochester,2039,1116665.3132764357,314390.8041632198,-802274.5091132158,-71.84556550424604
Rochester,2040,1090463.9103799688,308530.3552613944,-781933.5551185744,-71.7065046972634
Rochester,2041,1057216.6299704844,303764.09855849325,-753452.5314119912,-71.26756334063968
Rochester,2042,1035772.663365919,299901.6847984691,-735870.9785674498,-71.04560726444664
Rochester,2043,1015569.9412189332,297874.08213767834,-717695.8590812548,-70.6692695354732
Rochester,2044,1003134.6174814224,296438.656195066,-706695.9612863564,-70.44876619457749
Rochester,2045,989780.7733605944,296129.35578356974,-693651.4175770247,-70.08131863603249
Rochester,2046,980367.8679640512,297247.3977355871,-683120.4702284641,-69.6800142631269
Rochester,2047,970492.093678452,299554.68177472515,-670937.4119037269,-69.13373290457996
Rochester,2048,968065.7802681644,303481.3564448467,-664584.4238233176,-68.65075053466107
Rochester,2049,972433.9222240328,308927.035483261,-663506.8867407718,-68.23156531019397
Rochester,2050,979497.367861704,316503.32801115327,-662994.0398505507,-67.68716911387958
Savannah,2027,1603108.6910768675,468651.4595962189,-1134457.2314806487,-70.76608328525695
Savannah,2028,1539102.1430715837,448226.75763836823,-1090875.3854332154,-70.87738720551432
Savannah,2029,1506549.9665316714,431761.9799732981,-1074787.9865583733,-71.34101161163038
Savannah,2030,1455393.219742279,415994.0102527393,-1039399.2094895397,-71.41707102865276
Savannah,2031,1408367.275946535,400984.4251961456,-1007382.8507503893,-71.5284193232442
Savannah,2032,1355844.0604569844,386938.1898234082,-968905.8706335763,-71.46145334051238
Savannah,2033,1339843.91634235,373619.3104260932,-966224.6059162568,-72.1147138208427
Savannah,2034,1290575.3868787491,361020.45563907566,-929554.9312396734,-72.02639541172391
Savannah,2035,1250086.09034508,349112.5277516555,-900973.5625934245,-72.07292118134961
Savannah,2036,1212714.8061151672,337901.72636779374,-874813.0797473735,-72.13675262609894
Savannah,2037,1178157.3424067858,327315.97873070254,-850841.3636760833,-72.21797403884538
Savannah,2038,1146626.0536880577,317371.9902784544,-829254.0634096033,-72.32122981527888
Savannah,2039,1116665.3132764357,308159.5918407673,-808505.7214356684,-72.403585194512
Savannah,2040,1090463.9103799688,299863.1822006265,-790600.7281793423,-72.50131991106977
Savannah,2041,1057216.6299704844,292692.7248748694,-764523.905095615,-72.3147823655554
Savannah,2042,1035772.663365919,285739.17868479853,-750033.4846811205,-72.41294457837489
Savannah,2043,1015569.9412189332,279146.1171106107,-736423.8241083225,-72.5133537552749
Savannah,2044,1003134.6174814224,274001.28283493954,-729133.3346464828,-72.68549224999565
Savannah,2045,989780.7733605944,269520.9574828886,-720259.8158777058,-72.76963093880008
Savannah,2046,980367.8679640512,265704.07257390924,-714663.7953901419,-72.89751314211246
Savannah,2047,970492.093678452,262059.08486534582,-708433.0088131061,-72.99729832191993
Savannah,2048,968065.7802681644,259838.63374378675,-708227.1465243776,-73.15898991163506
Savannah,2049,972433.9222240328,259188.3996781714,-713245.5225458614,-73.34642552520307
Savannah,2050,979497.367861704,259230.6992302629,-720266.6686314411,-73.5343138495433
St. Louis,2027,1603108.6910768675,830888.3597824925,-772220.331294375,-48.17017932674584
St. Louis,2028,1539102.1430715837,794535.7100960638,-744566.4329755199,-48.37667443497868
St. Louis,2029,1506549.9665316714,764860.3397145122,-741689.6268171591,-49.231000849221886
St. Louis,2030,1455393.219742279,736758.000400707,-718635.219341572,-49.37739228088667
St. Louis,2031,1408367.275946535,709816.3687451984,-698550.9072013366,-49.600052424667055
St. Louis,2032,1355844.0604569844,683116.8673763361,-672727.1930806483,-49.61685585390306
St. Louis,2033,1339843.91634235,659182.8896030415,-680661.0267393085,-50.80151638837531
St. Louis,2034,1290575.3868787491,636172.4897907946,-654402.8970879546,-50.70628990303504
St. Louis,2035,1250086.09034508,614449.5580931639,-635636.5322519161,-50.847420602564405
St. Louis,2036,1212714.8061151672,593689.3287418003,-619025.477373367,-51.04460457247689
St. Louis,2037,1178157.3424067858,574154.5281279109,-604002.8142788749,-51.266735990032906
St. Louis,2038,1146626.0536880577,555702.8138674621,-590923.2398205956,-51.535828783928686
St. Louis,2039,1116665.3132764357,537589.163926848,-579076.1493495877,-51.857628464387936
St. Louis,2040,1090463.9103799688,522139.372840616,-568324.5375393529,-52.11768423783249
St. Louis,2041,1057216.6299704844,508020.9560675244,-549195.67390296,-51.947316976870916
St. Louis,2042,1035772.663365919,495045.99652341416,-540726.6668425049,-52.205149447111474
St. Louis,2043,1015569.9412189332,483345.21904697904,-532224.7221719541,-52.40650599929669
St. Louis,2044,1003134.6174814224,472978.4432084533,-530156.1742729691,-52.84995304060348
St. Louis,2045,989780.7733605944,463697.8507467274,-526082.9226138671,-53.15145906781581
St. Louis,2046,980367.8679640512,455729.1965998824,-524638.6713641689,-53.51447028284353
St. Louis,2047,970492.093678452,448958.12345875014,-521533.9702197018,-53.73912612136116
St. Louis,2048,968065.7802681644,443663.15831418533,-524402.621953979,-54.17014345953991
St. Louis,2049,972433.9222240328,439770.0311328437,-532663.8910911891,-54.77635846690178
St. Louis,2050,979497.367861704,436751.2076231639,-542746.16023854,-55.410680829432394
